# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-02 10:22:21 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03373560 LOST RIVER NEAR PROSPECT, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03373560
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     Rat  Rating being developed or revised  
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	03373560	2011-11-17	264_Rat	P
USGS	03373560	2011-11-18	170_Rat	P
USGS	03373560	2011-11-19	121_Rat	P
USGS	03373560	2011-11-20	98_Rat	P
USGS	03373560	2011-11-21	102_Rat	P
USGS	03373560	2011-11-22	364_Rat	P
USGS	03373560	2011-11-23	605_Rat	P
USGS	03373560	2011-11-24	390_Rat	P
USGS	03373560	2011-11-25	259_Rat	P
USGS	03373560	2011-11-26	199_Rat	P
USGS	03373560	2011-11-27	269_Rat	P
USGS	03373560	2011-11-28	952_Rat	P
USGS	03373560	2011-11-29	2430_Rat	P
USGS	03373560	2011-11-30	2240_Rat	P
USGS	03373560	2011-12-01	1320_Rat	P
USGS	03373560	2011-12-02	781_Rat	P
USGS	03373560	2011-12-03	598_Rat	P
USGS	03373560	2011-12-04	509_Rat	P
USGS	03373560	2011-12-05	2100_Rat	P
USGS	03373560	2011-12-06	3170_Rat	P
USGS	03373560	2011-12-07	2450_Rat	P
USGS	03373560	2011-12-08	1280_Rat	P
USGS	03373560	2011-12-09	781_Rat	P
USGS	03373560	2011-12-10	624_Rat	P
USGS	03373560	2011-12-11	509_Rat	P
USGS	03373560	2011-12-12	448_Rat	P
USGS	03373560	2011-12-13	408_Rat	P
USGS	03373560	2011-12-14	373_Rat	P
USGS	03373560	2011-12-15	482_Rat	P
USGS	03373560	2011-12-16	598_Rat	P
USGS	03373560	2011-12-17	477_Rat	P
USGS	03373560	2011-12-18	389_Rat	P
USGS	03373560	2011-12-19	343_Rat	P
USGS	03373560	2011-12-20	319_Rat	P
USGS	03373560	2011-12-21	792_Rat	P
USGS	03373560	2011-12-22	1010_Rat	P
USGS	03373560	2011-12-23	784_Rat	P
USGS	03373560	2011-12-24	656_Rat	P
USGS	03373560	2011-12-25	541_Rat	P
USGS	03373560	2011-12-26	444_Rat	P
USGS	03373560	2011-12-27	497_Rat	P
USGS	03373560	2011-12-28	698_Rat	P
USGS	03373560	2011-12-29	589_Rat	P
USGS	03373560	2011-12-30	490_Rat	P
USGS	03373560	2011-12-31	418_Rat	P
USGS	03373560	2012-01-01	361_Rat	P
USGS	03373560	2012-01-02	321_Rat	P
USGS	03373560	2012-01-03	283_Rat	P
USGS	03373560	2012-01-04	256_Rat	P
USGS	03373560	2012-01-05	245_Rat	P
USGS	03373560	2012-01-06	230_Rat	P
USGS	03373560	2012-01-07	217_Rat	P
USGS	03373560	2012-01-08	201_Rat	P
USGS	03373560	2012-01-09	189_Rat	P
USGS	03373560	2012-01-10	179_Rat	P
USGS	03373560	2012-01-11	244_Rat	P
USGS	03373560	2012-01-12	744_Rat	P
USGS	03373560	2012-01-13	600_Rat	P
USGS	03373560	2012-01-14	435_Rat	P
USGS	03373560	2012-01-15	351_Rat	P
USGS	03373560	2012-01-16	305_Rat	P
USGS	03373560	2012-01-17	543_Rat	P
USGS	03373560	2012-01-18	849_Rat	P
USGS	03373560	2012-01-19	658_Rat	P
USGS	03373560	2012-01-20	505_Rat	P
USGS	03373560	2012-01-21	424_Rat	P
USGS	03373560	2012-01-22	366_Rat	P
USGS	03373560	2012-01-23	649_Rat	P
USGS	03373560	2012-01-24	741_Rat	P
USGS	03373560	2012-01-25	578_Rat	P
USGS	03373560	2012-01-26	705_Rat	P
USGS	03373560	2012-01-27	931_Rat	P
USGS	03373560	2012-01-28	787_Rat	P
USGS	03373560	2012-01-29	625_Rat	P
USGS	03373560	2012-01-30	494_Rat	P
USGS	03373560	2012-01-31	417_Rat	P
USGS	03373560	2012-02-01	363_Rat	P
USGS	03373560	2012-02-02	322_Rat	P
USGS	03373560	2012-02-03	285_Rat	P
USGS	03373560	2012-02-04	275_Rat	P
USGS	03373560	2012-02-05	360_Rat	P
USGS	03373560	2012-02-06	328_Rat	P
USGS	03373560	2012-02-07	279_Rat	P
USGS	03373560	2012-02-08	252_Rat	P
USGS	03373560	2012-02-09	231_Rat	P
USGS	03373560	2012-02-10	217_Rat	P
USGS	03373560	2012-02-11	202_Rat	P
USGS	03373560	2012-02-12	178_Rat	P
USGS	03373560	2012-02-13	167_Rat	P
USGS	03373560	2012-02-14	164_Rat	P
USGS	03373560	2012-02-15	157_Rat	P
USGS	03373560	2012-02-16	168_Rat	P
USGS	03373560	2012-02-17	195_Rat	P
USGS	03373560	2012-02-18	178_Rat	P
USGS	03373560	2012-02-19	158_Rat	P
USGS	03373560	2012-02-20	145_Rat	P
USGS	03373560	2012-02-21	136_Rat	P
USGS	03373560	2012-02-22	136_Rat	P
USGS	03373560	2012-02-23	137_Rat	P
USGS	03373560	2012-02-24	129_Rat	P
USGS	03373560	2012-02-25	116_Rat	P
USGS	03373560	2012-02-26	103_Rat	P
USGS	03373560	2012-02-27	98_Rat	P
USGS	03373560	2012-02-28	93_Rat	P
USGS	03373560	2012-02-29	122_Rat	P
USGS	03373560	2012-03-01	247_Rat	P
USGS	03373560	2012-03-02	213_Rat	P
USGS	03373560	2012-03-03	462_Rat	P
USGS	03373560	2012-03-04	345_Rat	P
USGS	03373560	2012-03-05	258_Rat	P
USGS	03373560	2012-03-06	226_Rat	P
USGS	03373560	2012-03-07	234_Rat	P
USGS	03373560	2012-03-08	360_Rat	P
USGS	03373560	2012-03-09	680_Rat	P
USGS	03373560	2012-03-10	510_Rat	P
USGS	03373560	2012-03-11	383_Rat	P
USGS	03373560	2012-03-12	316_Rat	P
USGS	03373560	2012-03-13	274_Rat	P
USGS	03373560	2012-03-14	237_Rat	P
USGS	03373560	2012-03-15	327_Rat	P
USGS	03373560	2012-03-16	1010_Rat	P
USGS	03373560	2012-03-17	1480_Rat	P
USGS	03373560	2012-03-18	842_Rat	P
USGS	03373560	2012-03-19	612_Rat	P
USGS	03373560	2012-03-20	472_Rat	P
USGS	03373560	2012-03-21	392_Rat	P
USGS	03373560	2012-03-22	305_Rat	P
USGS	03373560	2012-03-23	267_Rat	P
USGS	03373560	2012-03-24	281_Rat	P
USGS	03373560	2012-03-25	282_Rat	P
USGS	03373560	2012-03-26	231_Rat	P
USGS	03373560	2012-03-27	199_Rat	P
USGS	03373560	2012-03-28	173_Rat	P
USGS	03373560	2012-03-29	156_Rat	P
USGS	03373560	2012-03-30	140_Rat	P
USGS	03373560	2012-03-31	134_Rat	P
USGS	03373560	2012-04-01	129_Rat	P
USGS	03373560	2012-04-02	196_Rat	P
USGS	03373560	2012-04-03	182_Rat	P
USGS	03373560	2012-04-04	136_Rat	P
USGS	03373560	2012-04-05	155_Rat	P
USGS	03373560	2012-04-06	165_Rat	P
USGS	03373560	2012-04-07	134_Rat	P
USGS	03373560	2012-04-08	109_Rat	P
USGS	03373560	2012-04-09	95_Rat	P
USGS	03373560	2012-04-10	85_Rat	P
USGS	03373560	2012-04-11	77_Rat	P
USGS	03373560	2012-04-12	68_Rat	P
USGS	03373560	2012-04-13	62_Rat	P
USGS	03373560	2012-04-14	58_Rat	P
USGS	03373560	2012-04-15	60_Rat	P
USGS	03373560	2012-04-16	55_Rat	P
USGS	03373560	2012-04-17	50_Rat	P
USGS	03373560	2012-04-18	43_Rat	P
USGS	03373560	2012-04-19	38_Rat	P
USGS	03373560	2012-04-20	35_Rat	P
USGS	03373560	2012-04-21	33_Rat	P
USGS	03373560	2012-04-22	30_Rat	P
USGS	03373560	2012-04-23	26_Rat	P
USGS	03373560	2012-04-24	25_Rat	P
USGS	03373560	2012-04-25	24_Rat	P
USGS	03373560	2012-04-26	22_Rat	P
USGS	03373560	2012-04-27	19_Rat	P
USGS	03373560	2012-04-28	19_Rat	P
USGS	03373560	2012-04-29	116_Rat	P
USGS	03373560	2012-04-30	97_Rat	P
USGS	03373560	2012-05-01	134_Rat	P
USGS	03373560	2012-05-02	144_Rat	P
USGS	03373560	2012-05-03	88_Rat	P
USGS	03373560	2012-05-04	55_Rat	P
USGS	03373560	2012-05-05	499_Rat	P
USGS	03373560	2012-05-06	498_Rat	P
USGS	03373560	2012-05-07	300_Rat	P
USGS	03373560	2012-05-08	236_Rat	P
USGS	03373560	2012-05-09	196_Rat	P
USGS	03373560	2012-05-10	162_Rat	P
USGS	03373560	2012-05-11	137_Rat	P
USGS	03373560	2012-05-12	119_Rat	P
USGS	03373560	2012-05-13	107_Rat	P
USGS	03373560	2012-05-14	100_Rat	P
USGS	03373560	2012-05-15	92_Rat	P
USGS	03373560	2012-05-16	82_Rat	P
USGS	03373560	2012-05-17	74_Rat	P
USGS	03373560	2012-05-18	67_Rat	P
USGS	03373560	2012-05-19	62_Rat	P
USGS	03373560	2012-05-20	57_Rat	P
USGS	03373560	2012-05-21	55_Rat	P
USGS	03373560	2012-05-22	55_Rat	P
USGS	03373560	2012-05-23	49_Rat	P
USGS	03373560	2012-05-24	46_Rat	P
USGS	03373560	2012-05-25	43_Rat	P
USGS	03373560	2012-05-26	40_Rat	P
USGS	03373560	2012-05-27	38_Rat	P
USGS	03373560	2012-05-28	36_Rat	P
USGS	03373560	2012-05-29	35_Rat	P
USGS	03373560	2012-05-30	35_Rat	P
USGS	03373560	2012-05-31	34_Rat	P
USGS	03373560	2012-06-01	35_Rat	P
USGS	03373560	2012-06-02	60_Rat	P
USGS	03373560	2012-06-03	52_Rat	P
USGS	03373560	2012-06-04	39_Rat	P
USGS	03373560	2012-06-05	36_Rat	P
USGS	03373560	2012-06-06	34_Rat	P
USGS	03373560	2012-06-07	31_Rat	P
USGS	03373560	2012-06-08	29_Rat	P
USGS	03373560	2012-06-09	28_Rat	P
USGS	03373560	2012-06-10	27_Rat	P
USGS	03373560	2012-06-11	25_Rat	P
USGS	03373560	2012-06-12	25_Rat	P
USGS	03373560	2012-06-13	24_Rat	P
USGS	03373560	2012-06-14	24_Rat	P
USGS	03373560	2012-06-15	23_Rat	P
USGS	03373560	2012-06-16	23_Rat	P
USGS	03373560	2012-06-17	22_Rat	P
USGS	03373560	2012-06-18	22_Rat	P
USGS	03373560	2012-06-19	21_Rat	P
USGS	03373560	2012-06-20	21_Rat	P
USGS	03373560	2012-06-21	20_Rat	P
USGS	03373560	2012-06-22	20_Rat	P
USGS	03373560	2012-06-23	19_Rat	P
USGS	03373560	2012-06-24	18_Rat	P
USGS	03373560	2012-06-25	18_Rat	P
USGS	03373560	2012-06-26	17_Rat	P
USGS	03373560	2012-06-27	17_Rat	P
USGS	03373560	2012-06-28	16_Rat	P
USGS	03373560	2012-06-29	16_Rat	P
USGS	03373560	2012-06-30	15_Rat	P
USGS	03373560	2012-07-01	15_Rat	P
USGS	03373560	2012-07-02	14_Rat	P
USGS	03373560	2012-07-03	14_Rat	P
USGS	03373560	2012-07-04	14_Rat	P
USGS	03373560	2012-07-05	14_Rat	P
USGS	03373560	2012-07-06	13_Rat	P
USGS	03373560	2012-07-07	13_Rat	P
USGS	03373560	2012-07-08	13_Rat	P
USGS	03373560	2012-07-09	15_Rat	P
USGS	03373560	2012-07-10	17_Rat	P
USGS	03373560	2012-07-11	15_Rat	P
USGS	03373560	2012-07-12	13_Rat	P
USGS	03373560	2012-07-13	13_Rat	P
USGS	03373560	2012-07-14	13_Rat	P
USGS	03373560	2012-07-15	14_Rat	P
USGS	03373560	2012-07-16	15_Rat	P
USGS	03373560	2012-07-17	14_Rat	P
USGS	03373560	2012-07-18	14_Rat	P
USGS	03373560	2012-07-19	15_Rat	P
USGS	03373560	2012-07-20	14_Rat	P
USGS	03373560	2012-07-21	13_Rat	P
USGS	03373560	2012-07-22	12_Rat	P
USGS	03373560	2012-07-23	11_Rat	P
USGS	03373560	2012-07-24	11_Rat	P
USGS	03373560	2012-07-25	12_Rat	P
USGS	03373560	2012-07-26	11_Rat	P
USGS	03373560	2012-07-27	10_Rat	P
USGS	03373560	2012-07-28	9.8_Rat	P
USGS	03373560	2012-07-29	9.3_Rat	P
USGS	03373560	2012-07-30	8.1_Rat	P
USGS	03373560	2012-07-31	7.7_Rat	P
USGS	03373560	2012-08-01	8.2_Rat	P
USGS	03373560	2012-08-02	7.4_Rat	P
USGS	03373560	2012-08-03	8.4_Rat	P
USGS	03373560	2012-08-04	7.2_Rat	P
USGS	03373560	2012-08-05	7.1_Rat	P
USGS	03373560	2012-08-06	7.2_Rat	P
USGS	03373560	2012-08-07	6.0_Rat	P
USGS	03373560	2012-08-08	5.5_Rat	P
USGS	03373560	2012-08-09	5.2_Rat	P
USGS	03373560	2012-08-10	4.6_Rat	P
USGS	03373560	2012-08-11	23_Rat	P
USGS	03373560	2012-08-12	18_Rat	P
USGS	03373560	2012-08-13	11_Rat	P
USGS	03373560	2012-08-14	7.4_Rat	P
USGS	03373560	2012-08-15	7.1_Rat	P
USGS	03373560	2012-08-16	6.2_Rat	P
USGS	03373560	2012-08-17	11_Rat	P
USGS	03373560	2012-08-18	18_Rat	P
USGS	03373560	2012-08-19	12_Rat	P
USGS	03373560	2012-08-20	9.1_Rat	P
USGS	03373560	2012-08-21	8.1_Rat	P
USGS	03373560	2012-08-22	9.1_Rat	P
USGS	03373560	2012-08-23	7.3_Rat	P
USGS	03373560	2012-08-24	6.8_Rat	P
USGS	03373560	2012-08-25	6.8_Rat	P
USGS	03373560	2012-08-26	7.0_Rat	P
USGS	03373560	2012-08-27	6.7_Rat	P
USGS	03373560	2012-08-28	6.6_Rat	P
USGS	03373560	2012-08-29	5.8_Rat	P
USGS	03373560	2012-08-30	5.8_Rat	P
USGS	03373560	2012-08-31	6.6_Rat	P
USGS	03373560	2012-09-01	9.6_Rat	P
USGS	03373560	2012-09-02	14_Rat	P
USGS	03373560	2012-09-03	26_Rat	P
USGS	03373560	2012-09-04	14_Rat	P
USGS	03373560	2012-09-05	11_Rat	P
USGS	03373560	2012-09-06	18_Rat	P
USGS	03373560	2012-09-07	20_Rat	P
USGS	03373560	2012-09-08	190_Rat	P
USGS	03373560	2012-09-09	137_Rat	P
USGS	03373560	2012-09-10	50_Rat	P
USGS	03373560	2012-09-11	15_Rat	P
USGS	03373560	2012-09-12	8.0_Rat	P:e
USGS	03373560	2012-09-13	5.9_Rat	P:e
USGS	03373560	2012-09-14	5.4_Rat	P:e
USGS	03373560	2012-09-15	5.3_Rat	P:e
USGS	03373560	2012-09-16	5.5_Rat	P:e
USGS	03373560	2012-09-17	6.9_Rat	P:e
USGS	03373560	2012-09-18	6.4_Rat	P:e
USGS	03373560	2012-09-19	6.1_Rat	P:e
USGS	03373560	2012-09-20	5.4_Rat	P:e
USGS	03373560	2012-09-21	5.9_Rat	P:e
USGS	03373560	2012-09-22	5.0_Rat	P:e
USGS	03373560	2012-09-23	4.3_Rat	P:e
USGS	03373560	2012-09-24	4.5_Rat	P:e
USGS	03373560	2012-09-25	11_Rat	P:e
USGS	03373560	2012-09-26	100_Rat	P:e
USGS	03373560	2012-09-27	136_Rat	P
USGS	03373560	2012-09-28	99_Rat	P
USGS	03373560	2012-09-29	46_Rat	P
USGS	03373560	2012-09-30	23_Rat	P
USGS	03373560	2012-10-01	14_Rat	P
USGS	03373560	2012-10-02	27_Rat	P
USGS	03373560	2012-10-03	55_Rat	P
USGS	03373560	2012-10-04	50_Rat	P
USGS	03373560	2012-10-05	32_Rat	P
USGS	03373560	2012-10-06	168_Rat	P
USGS	03373560	2012-10-07	159_Rat	P
USGS	03373560	2012-10-08	88_Rat	P
USGS	03373560	2012-10-09	49_Rat	P
USGS	03373560	2012-10-10	29_Rat	P
USGS	03373560	2012-10-11	16_Rat	P
USGS	03373560	2012-10-12	11_Rat	P
USGS	03373560	2012-10-13	7.5_Rat	P
USGS	03373560	2012-10-14	6.0_Rat	P
USGS	03373560	2012-10-15	7.4_Rat	P
USGS	03373560	2012-10-16	8.7_Rat	P
USGS	03373560	2012-10-17	7.0_Rat	P
USGS	03373560	2012-10-18	15_Rat	P
USGS	03373560	2012-10-19	27_Rat	P
USGS	03373560	2012-10-20	23_Rat	P
USGS	03373560	2012-10-21	19_Rat	P
USGS	03373560	2012-10-22	15_Rat	P
USGS	03373560	2012-10-23	15_Rat	P
USGS	03373560	2012-10-24	17_Rat	P
USGS	03373560	2012-10-25	18_Rat	P
USGS	03373560	2012-10-26	22_Rat	P
USGS	03373560	2012-10-27	29_Rat	P
USGS	03373560	2012-10-28	35_Rat	P
USGS	03373560	2012-10-29	30_Rat	P
USGS	03373560	2012-10-30	26_Rat	P
USGS	03373560	2012-10-31	25_Rat	P
USGS	03373560	2012-11-01	24_Rat	P
USGS	03373560	2012-11-02	22_Rat	P
USGS	03373560	2012-11-03	20_Rat	P
USGS	03373560	2012-11-04	17_Rat	P
USGS	03373560	2012-11-05	17_Rat	P
USGS	03373560	2012-11-06	17_Rat	P
USGS	03373560	2012-11-07	18_Rat	P
USGS	03373560	2012-11-08	16_Rat	P
USGS	03373560	2012-11-09	16_Rat	P
USGS	03373560	2012-11-10	16_Rat	P
USGS	03373560	2012-11-11	15_Rat	P
USGS	03373560	2012-11-12	22_Rat	P
USGS	03373560	2012-11-13	41_Rat	P
USGS	03373560	2012-11-14	39_Rat	P
USGS	03373560	2012-11-15	33_Rat	P
USGS	03373560	2012-11-16	29_Rat	P
USGS	03373560	2012-11-17	26_Rat	P
USGS	03373560	2012-11-18	24_Rat	P
USGS	03373560	2012-11-19	24_Rat	P
USGS	03373560	2012-11-20	22_Rat	P
USGS	03373560	2012-11-21	20_Rat	P
USGS	03373560	2012-11-22	19_Rat	P
USGS	03373560	2012-11-23	19_Rat	P
USGS	03373560	2012-11-24	18_Rat	P
USGS	03373560	2012-11-25	17_Rat	P
USGS	03373560	2012-11-26	15_Rat	P
USGS	03373560	2012-11-27	13_Rat	P
USGS	03373560	2012-11-28	11_Rat	P
USGS	03373560	2012-11-29	10_Rat	P
USGS	03373560	2012-11-30	9.3_Rat	P
USGS	03373560	2012-12-01	7.0_Rat	P
USGS	03373560	2012-12-02	9.9_Rat	P
USGS	03373560	2012-12-03	15_Rat	P
USGS	03373560	2012-12-04	18_Rat	P
USGS	03373560	2012-12-05	18_Rat	P
USGS	03373560	2012-12-06	20_Rat	P
USGS	03373560	2012-12-07	21_Rat	P
USGS	03373560	2012-12-08	32_Rat	P
USGS	03373560	2012-12-09	53_Rat	P
USGS	03373560	2012-12-10	675_Rat	P
USGS	03373560	2012-12-11	459_Rat	P
USGS	03373560	2012-12-12	234_Rat	P
USGS	03373560	2012-12-13	163_Rat	P
USGS	03373560	2012-12-14	128_Rat	P
USGS	03373560	2012-12-15	98_Rat	P
USGS	03373560	2012-12-16	85_Rat	P
USGS	03373560	2012-12-17	80_Rat	P
USGS	03373560	2012-12-18	84_Rat	P
USGS	03373560	2012-12-19	74_Rat	P
USGS	03373560	2012-12-20	93_Rat	P
USGS	03373560	2012-12-21	209_Rat	P
USGS	03373560	2012-12-22	165_Rat	P
USGS	03373560	2012-12-23	126_Rat	P
USGS	03373560	2012-12-24	110_Rat	P
USGS	03373560	2012-12-25	98_Rat	P
USGS	03373560	2012-12-26	91_Rat	P
USGS	03373560	2012-12-27	89_Rat	P
USGS	03373560	2012-12-28	88_Rat	P
USGS	03373560	2012-12-29	100_Rat	P
USGS	03373560	2012-12-30	109_Rat	P
USGS	03373560	2012-12-31	117_Rat	P
USGS	03373560	2013-01-01	131_Rat	P
USGS	03373560	2013-01-02	140_Rat	P
USGS	03373560	2013-01-03	145_Rat	P
USGS	03373560	2013-01-04	135_Rat	P
USGS	03373560	2013-01-05	119_Rat	P
USGS	03373560	2013-01-06	110_Rat	P
USGS	03373560	2013-01-07	103_Rat	P
USGS	03373560	2013-01-08	100_Rat	P
USGS	03373560	2013-01-09	139_Rat	P
USGS	03373560	2013-01-10	428_Rat	P
USGS	03373560	2013-01-11	1270_Rat	P
USGS	03373560	2013-01-12	1270_Rat	P
USGS	03373560	2013-01-13	1960_Rat	P
USGS	03373560	2013-01-14	2780_Rat	P
USGS	03373560	2013-01-15	2020_Rat	P
USGS	03373560	2013-01-16	993_Rat	P
USGS	03373560	2013-01-17	698_Rat	P
USGS	03373560	2013-01-18	547_Rat	P
USGS	03373560	2013-01-19	432_Rat	P
USGS	03373560	2013-01-20	369_Rat	P
USGS	03373560	2013-01-21	325_Rat	P
USGS	03373560	2013-01-22	289_Rat	P
USGS	03373560	2013-01-23	258_Rat	P
USGS	03373560	2013-01-24	234_Rat	P
USGS	03373560	2013-01-25	214_Rat	P
USGS	03373560	2013-01-26	202_Rat	P
USGS	03373560	2013-01-27	187_Rat	P
USGS	03373560	2013-01-28	181_Rat	P
USGS	03373560	2013-01-29	205_Rat	P
USGS	03373560	2013-01-30	775_Rat	P
USGS	03373560	2013-01-31	1090_Rat	P
USGS	03373560	2013-02-01	711_Rat	P
USGS	03373560	2013-02-02	519_Rat	P
USGS	03373560	2013-02-03	412_Rat	P
USGS	03373560	2013-02-04	348_Rat	P
USGS	03373560	2013-02-05	342_Rat	P
USGS	03373560	2013-02-06	360_Rat	P
USGS	03373560	2013-02-07	331_Rat	P
USGS	03373560	2013-02-08	350_Rat	P
USGS	03373560	2013-02-09	370_Rat	P
USGS	03373560	2013-02-10	335_Rat	P
USGS	03373560	2013-02-11	355_Rat	P
USGS	03373560	2013-02-12	339_Rat	P
USGS	03373560	2013-02-13	303_Rat	P
USGS	03373560	2013-02-14	290_Rat	P
USGS	03373560	2013-02-15	277_Rat	P
USGS	03373560	2013-02-16	251_Rat	P
USGS	03373560	2013-02-17	230_Rat	P
USGS	03373560	2013-02-18	214_Rat	P
USGS	03373560	2013-02-19	266_Rat	P
USGS	03373560	2013-02-20	307_Rat	P
USGS	03373560	2013-02-21	264_Rat	P
USGS	03373560	2013-02-22	260_Rat	P
USGS	03373560	2013-02-23	311_Rat	P
USGS	03373560	2013-02-24	299_Rat	P
USGS	03373560	2013-02-25	266_Rat	P
USGS	03373560	2013-02-26	362_Rat	P
USGS	03373560	2013-02-27	670_Rat	P
USGS	03373560	2013-02-28	573_Rat	P
USGS	03373560	2013-03-01	469_Rat	P
USGS	03373560	2013-03-02	409_Rat	P
USGS	03373560	2013-03-03	355_Rat	P
USGS	03373560	2013-03-04	312_Rat	P
USGS	03373560	2013-03-05	285_Rat	P
USGS	03373560	2013-03-06	284_Rat	P
USGS	03373560	2013-03-07	272_Rat	P
USGS	03373560	2013-03-08	273_Rat	P
USGS	03373560	2013-03-09	278_Rat	P
USGS	03373560	2013-03-10	261_Rat	P
USGS	03373560	2013-03-11	293_Rat	P
USGS	03373560	2013-03-12	432_Rat	P
USGS	03373560	2013-03-13	359_Rat	P
USGS	03373560	2013-03-14	299_Rat	P
USGS	03373560	2013-03-15	266_Rat	P
USGS	03373560	2013-03-16	242_Rat	P
USGS	03373560	2013-03-17	255_Rat	P
USGS	03373560	2013-03-18	1780_Rat	P
USGS	03373560	2013-03-19	2000_Rat	P
USGS	03373560	2013-03-20	1030_Rat	P
USGS	03373560	2013-03-21	695_Rat	P
USGS	03373560	2013-03-22	520_Rat	P
USGS	03373560	2013-03-23	385_Rat	P
USGS	03373560	2013-03-24	324_Rat	P
USGS	03373560	2013-03-25	319_Rat	P
USGS	03373560	2013-03-26	306_Rat	P
USGS	03373560	2013-03-27	274_Rat	P
USGS	03373560	2013-03-28	242_Rat	P
USGS	03373560	2013-03-29	218_Rat	P
USGS	03373560	2013-03-30	200_Rat	P
USGS	03373560	2013-03-31	191_Rat	P
USGS	03373560	2013-04-01	182_Rat	P
USGS	03373560	2013-04-02	164_Rat	P
USGS	03373560	2013-04-03	148_Rat	P
USGS	03373560	2013-04-04	137_Rat	P
USGS	03373560	2013-04-05	129_Rat	P
USGS	03373560	2013-04-06	120_Rat	P
USGS	03373560	2013-04-07	113_Rat	P
USGS	03373560	2013-04-08	141_Rat	P
USGS	03373560	2013-04-09	137_Rat	P
USGS	03373560	2013-04-10	115_Rat	P
USGS	03373560	2013-04-11	138_Rat	P
USGS	03373560	2013-04-12	485_Rat	P
USGS	03373560	2013-04-13	362_Rat	P
USGS	03373560	2013-04-14	237_Rat	P
USGS	03373560	2013-04-15	189_Rat	P
USGS	03373560	2013-04-16	176_Rat	P
USGS	03373560	2013-04-17	490_Rat	P
USGS	03373560	2013-04-18	420_Rat	P
USGS	03373560	2013-04-19	784_Rat	P
USGS	03373560	2013-04-20	765_Rat	P
USGS	03373560	2013-04-21	521_Rat	P
USGS	03373560	2013-04-22	370_Rat	P
USGS	03373560	2013-04-23	298_Rat	P
USGS	03373560	2013-04-24	322_Rat	P
USGS	03373560	2013-04-25	437_Rat	P
USGS	03373560	2013-04-26	340_Rat	P
USGS	03373560	2013-04-27	275_Rat	P
USGS	03373560	2013-04-28	239_Rat	P
USGS	03373560	2013-04-29	213_Rat	P
USGS	03373560	2013-04-30	188_Rat	P
USGS	03373560	2013-05-01	166_Rat	P
USGS	03373560	2013-05-02	146_Rat	P
USGS	03373560	2013-05-03	134_Rat	P
USGS	03373560	2013-05-04	138_Rat	P
USGS	03373560	2013-05-05	488_Rat	P
USGS	03373560	2013-05-06	719_Rat	P
USGS	03373560	2013-05-07	529_Rat	P
USGS	03373560	2013-05-08	377_Rat	P
USGS	03373560	2013-05-09	296_Rat	P
USGS	03373560	2013-05-10	301_Rat	P
USGS	03373560	2013-05-11	427_Rat	P
USGS	03373560	2013-05-12	314_Rat	P
USGS	03373560	2013-05-13	247_Rat	P
USGS	03373560	2013-05-14	211_Rat	P
USGS	03373560	2013-05-15	185_Rat	P
USGS	03373560	2013-05-16	162_Rat	P
USGS	03373560	2013-05-17	148_Rat	P
USGS	03373560	2013-05-18	133_Rat	P
USGS	03373560	2013-05-19	122_Rat	P
USGS	03373560	2013-05-20	112_Rat	P
USGS	03373560	2013-05-21	107_Rat	P
USGS	03373560	2013-05-22	103_Rat	P
USGS	03373560	2013-05-23	92_Rat	P
USGS	03373560	2013-05-24	84_Rat	P
USGS	03373560	2013-05-25	77_Rat	P
USGS	03373560	2013-05-26	72_Rat	P
USGS	03373560	2013-05-27	69_Rat	P
USGS	03373560	2013-05-28	65_Rat	P
USGS	03373560	2013-05-29	60_Rat	P
USGS	03373560	2013-05-30	55_Rat	P
USGS	03373560	2013-05-31	54_Rat	P
USGS	03373560	2013-06-01	90_Rat	P
USGS	03373560	2013-06-02	142_Rat	P
USGS	03373560	2013-06-03	102_Rat	P
USGS	03373560	2013-06-04	77_Rat	P
USGS	03373560	2013-06-05	65_Rat	P
USGS	03373560	2013-06-06	75_Rat	P
USGS	03373560	2013-06-07	130_Rat	P
USGS	03373560	2013-06-08	90_Rat	P
USGS	03373560	2013-06-09	72_Rat	P
USGS	03373560	2013-06-10	63_Rat	P
USGS	03373560	2013-06-11	58_Rat	P
USGS	03373560	2013-06-12	52_Rat	P
USGS	03373560	2013-06-13	47_Rat	P
USGS	03373560	2013-06-14	43_Rat	P
USGS	03373560	2013-06-15	39_Rat	P
USGS	03373560	2013-06-16	36_Rat	P
USGS	03373560	2013-06-17	45_Rat	P
