# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-02 10:19:46 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03373530 LOST RIVER NEAR LEIPSIC, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03373530
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	03373530	2012-08-05	0.86	A
USGS	03373530	2012-08-06	0.72	A
USGS	03373530	2012-08-07	0.68	A:e
USGS	03373530	2012-08-08	0.65	A:e
USGS	03373530	2012-08-09	11	A
USGS	03373530	2012-08-10	3.0	A
USGS	03373530	2012-08-11	0.98	A
USGS	03373530	2012-08-12	0.64	A
USGS	03373530	2012-08-13	0.57	A
USGS	03373530	2012-08-14	0.59	A
USGS	03373530	2012-08-15	0.56	A
USGS	03373530	2012-08-16	0.65	A
USGS	03373530	2012-08-17	1.5	A
USGS	03373530	2012-08-18	1.0	A
USGS	03373530	2012-08-19	0.72	A
USGS	03373530	2012-08-20	0.58	A
USGS	03373530	2012-08-21	0.59	A
USGS	03373530	2012-08-22	0.60	A
USGS	03373530	2012-08-23	0.57	A
USGS	03373530	2012-08-24	0.58	A
USGS	03373530	2012-08-25	0.50	A
USGS	03373530	2012-08-26	0.46	A
USGS	03373530	2012-08-27	0.49	A
USGS	03373530	2012-08-28	0.49	A
USGS	03373530	2012-08-29	0.58	A
USGS	03373530	2012-08-30	0.61	A
USGS	03373530	2012-08-31	0.64	A
USGS	03373530	2012-09-01	0.70	A
USGS	03373530	2012-09-02	0.87	A
USGS	03373530	2012-09-03	1.1	A
USGS	03373530	2012-09-04	1.1	A
USGS	03373530	2012-09-05	1.0	A
USGS	03373530	2012-09-06	1.3	A
USGS	03373530	2012-09-07	1.0	A
USGS	03373530	2012-09-08	22	A
USGS	03373530	2012-09-09	4.2	A
USGS	03373530	2012-09-10	2.2	A
USGS	03373530	2012-09-11	1.7	A
USGS	03373530	2012-09-12	1.5	A
USGS	03373530	2012-09-13	1.4	A
USGS	03373530	2012-09-14	1.4	A
USGS	03373530	2012-09-15	1.3	A
USGS	03373530	2012-09-16	1.3	A
USGS	03373530	2012-09-17	1.3	A
USGS	03373530	2012-09-18	1.5	A
USGS	03373530	2012-09-19	1.5	A
USGS	03373530	2012-09-20	1.5	A
USGS	03373530	2012-09-21	1.3	A
USGS	03373530	2012-09-22	1.4	A
USGS	03373530	2012-09-23	1.3	A
USGS	03373530	2012-09-24	1.3	A
USGS	03373530	2012-09-25	1.5	A
USGS	03373530	2012-09-26	6.7	A
USGS	03373530	2012-09-27	6.1	A
USGS	03373530	2012-09-28	3.6	A
USGS	03373530	2012-09-29	2.8	A
USGS	03373530	2012-09-30	2.3	A
USGS	03373530	2012-10-01	2.3	A
USGS	03373530	2012-10-02	8.9	A
USGS	03373530	2012-10-03	5.3	A
USGS	03373530	2012-10-04	3.5	A
USGS	03373530	2012-10-05	3.0	A
USGS	03373530	2012-10-06	14	A
USGS	03373530	2012-10-07	8.4	A
USGS	03373530	2012-10-08	5.5	A
USGS	03373530	2012-10-09	4.3	A
USGS	03373530	2012-10-10	3.7	A
USGS	03373530	2012-10-11	3.3	A
USGS	03373530	2012-10-12	3.1	A
USGS	03373530	2012-10-13	2.9	A
USGS	03373530	2012-10-14	2.7	A
USGS	03373530	2012-10-15	2.6	A
USGS	03373530	2012-10-16	2.6	A
USGS	03373530	2012-10-17	2.6	A
USGS	03373530	2012-10-18	2.8	A
USGS	03373530	2012-10-19	2.9	A
USGS	03373530	2012-10-20	2.8	A
USGS	03373530	2012-10-21	2.5	A
USGS	03373530	2012-10-22	2.4	A
USGS	03373530	2012-10-23	2.4	A
USGS	03373530	2012-10-24	2.4	A
USGS	03373530	2012-10-25	2.4	A
USGS	03373530	2012-10-26	2.7	A
USGS	03373530	2012-10-27	3.4	A
USGS	03373530	2012-10-28	3.5	A
USGS	03373530	2012-10-29	3.2	A
USGS	03373530	2012-10-30	3.0	A
USGS	03373530	2012-10-31	2.9	A
USGS	03373530	2012-11-01	2.8	A
USGS	03373530	2012-11-02	2.8	P
USGS	03373530	2012-11-03	2.7	P
USGS	03373530	2012-11-04	2.6	P
USGS	03373530	2012-11-05	2.5	P
USGS	03373530	2012-11-06	2.2	P
USGS	03373530	2012-11-07	1.9	P
USGS	03373530	2012-11-08	1.9	P
USGS	03373530	2012-11-09	1.8	P
USGS	03373530	2012-11-10	1.9	P
USGS	03373530	2012-11-11	1.8	P
USGS	03373530	2012-11-12	2.4	P
USGS	03373530	2012-11-13	2.7	P
USGS	03373530	2012-11-14	2.6	P
USGS	03373530	2012-11-15	2.3	P
USGS	03373530	2012-11-16	2.2	P
USGS	03373530	2012-11-17	2.6	P
USGS	03373530	2012-11-18	2.0	P
USGS	03373530	2012-11-19	2.0	P
USGS	03373530	2012-11-20	2.0	P
USGS	03373530	2012-11-21	2.0	P
USGS	03373530	2012-11-22	1.9	P
USGS	03373530	2012-11-23	1.8	P
USGS	03373530	2012-11-24	1.7	P
USGS	03373530	2012-11-25	1.7	P
USGS	03373530	2012-11-26	1.7	P
USGS	03373530	2012-11-27	1.8	P
USGS	03373530	2012-11-28	1.7	P
USGS	03373530	2012-11-29	1.7	P
USGS	03373530	2012-11-30	1.7	P
USGS	03373530	2012-12-01	1.7	P
USGS	03373530	2012-12-02	1.9	P
USGS	03373530	2012-12-03	2.1	P
USGS	03373530	2012-12-04	2.1	P
USGS	03373530	2012-12-05	2.1	P
USGS	03373530	2012-12-06	2.1	P
USGS	03373530	2012-12-07	2.3	P
USGS	03373530	2012-12-08	3.0	P
USGS	03373530	2012-12-09	63	P
USGS	03373530	2012-12-10	314	P
USGS	03373530	2012-12-11	57	P
USGS	03373530	2012-12-12	39	P
USGS	03373530	2012-12-13	31	P
USGS	03373530	2012-12-14	27	P
USGS	03373530	2012-12-15	24	P
USGS	03373530	2012-12-16	22	P
USGS	03373530	2012-12-17	20	P
USGS	03373530	2012-12-18	18	P
USGS	03373530	2012-12-19	17	P
USGS	03373530	2012-12-20	26	P
USGS	03373530	2012-12-21	34	P
USGS	03373530	2012-12-22	27	P
USGS	03373530	2012-12-23	25	P
USGS	03373530	2012-12-24	24	P
USGS	03373530	2012-12-25	22	P
USGS	03373530	2012-12-26	22	P
USGS	03373530	2012-12-27	20	P
USGS	03373530	2012-12-28	20	P
USGS	03373530	2012-12-29	24	P
USGS	03373530	2012-12-30	23	P
USGS	03373530	2012-12-31	25	P
USGS	03373530	2013-01-01	27	P
USGS	03373530	2013-01-02	30	P
USGS	03373530	2013-01-03	28	P
USGS	03373530	2013-01-04	25	P
USGS	03373530	2013-01-05	23	P
USGS	03373530	2013-01-06	23	P
USGS	03373530	2013-01-07	22	P
USGS	03373530	2013-01-08	22	P
USGS	03373530	2013-01-09	59	P
USGS	03373530	2013-01-10	90	P
USGS	03373530	2013-01-11	362	P
USGS	03373530	2013-01-12	140	P
USGS	03373530	2013-01-13	918	P
USGS	03373530	2013-01-14	313	P
USGS	03373530	2013-01-15	162	P
USGS	03373530	2013-01-16	125	P
USGS	03373530	2013-01-17	100	P
USGS	03373530	2013-01-18	81	P
USGS	03373530	2013-01-19	71	P
USGS	03373530	2013-01-20	63	P
USGS	03373530	2013-01-21	54	P
USGS	03373530	2013-01-22	48	P
USGS	03373530	2013-01-23	44	P
USGS	03373530	2013-01-24	41	P
USGS	03373530	2013-01-25	38	P
USGS	03373530	2013-01-26	35	P
USGS	03373530	2013-01-27	32	P
USGS	03373530	2013-01-28	33	P
USGS	03373530	2013-01-29	35	P
USGS	03373530	2013-01-30	388	P
USGS	03373530	2013-01-31	168	P
USGS	03373530	2013-02-01	98	P
USGS	03373530	2013-02-02	78	P
USGS	03373530	2013-02-03	66	P
USGS	03373530	2013-02-04	57	P
USGS	03373530	2013-02-05	74	P
USGS	03373530	2013-02-06	73	P
USGS	03373530	2013-02-07	59	P
USGS	03373530	2013-02-08	78	P
USGS	03373530	2013-02-09	60	P
USGS	03373530	2013-02-10	59	P
USGS	03373530	2013-02-11	73	P
USGS	03373530	2013-02-12	53	P
USGS	03373530	2013-02-13	50	P
USGS	03373530	2013-02-14	50	P
USGS	03373530	2013-02-15	44	P
USGS	03373530	2013-02-16	40	P
USGS	03373530	2013-02-17	37	P
USGS	03373530	2013-02-18	36	P
USGS	03373530	2013-02-19	58	P
USGS	03373530	2013-02-20	41	P
USGS	03373530	2013-02-21	37	P
USGS	03373530	2013-02-22	42	P
USGS	03373530	2013-02-23	51	P
USGS	03373530	2013-02-24	43	P
USGS	03373530	2013-02-25	42	P
USGS	03373530	2013-02-26	105	P
USGS	03373530	2013-02-27	126	P
USGS	03373530	2013-02-28	82	P
USGS	03373530	2013-03-01	69	P
USGS	03373530	2013-03-02	63	P
USGS	03373530	2013-03-03	54	P
USGS	03373530	2013-03-04	48	P
USGS	03373530	2013-03-05	46	P
USGS	03373530	2013-03-06	50	P
USGS	03373530	2013-03-07	46	P
USGS	03373530	2013-03-08	56	P
USGS	03373530	2013-03-09	47	P
USGS	03373530	2013-03-10	46	P
USGS	03373530	2013-03-11	207	P
USGS	03373530	2013-03-12	102	P
USGS	03373530	2013-03-13	73	P
USGS	03373530	2013-03-14	60	P
USGS	03373530	2013-03-15	55	P
USGS	03373530	2013-03-16	50	P
USGS	03373530	2013-03-17	86	P
USGS	03373530	2013-03-18	850	P
USGS	03373530	2013-03-19	198	P
USGS	03373530	2013-03-20	131	P
USGS	03373530	2013-03-21	101	P
USGS	03373530	2013-03-22	84	P
USGS	03373530	2013-03-23	72	P
USGS	03373530	2013-03-24	65	P
USGS	03373530	2013-03-25	62	P
USGS	03373530	2013-03-26	57	P
USGS	03373530	2013-03-27	50	P
USGS	03373530	2013-03-28	45	P
USGS	03373530	2013-03-29	41	P
USGS	03373530	2013-03-30	39	P
USGS	03373530	2013-03-31	37	P
USGS	03373530	2013-04-01	35	P
USGS	03373530	2013-04-02	32	P
USGS	03373530	2013-04-03	30	P
USGS	03373530	2013-04-04	28	P
USGS	03373530	2013-04-05	27	P
USGS	03373530	2013-04-06	25	P
USGS	03373530	2013-04-07	23	P
USGS	03373530	2013-04-08	23	P
USGS	03373530	2013-04-09	21	P
USGS	03373530	2013-04-10	20	P
USGS	03373530	2013-04-11	24	P
USGS	03373530	2013-04-12	57	P
USGS	03373530	2013-04-13	30	P
USGS	03373530	2013-04-14	25	P
USGS	03373530	2013-04-15	23	P
USGS	03373530	2013-04-16	22	P
USGS	03373530	2013-04-17	27	P
USGS	03373530	2013-04-18	23	P
USGS	03373530	2013-04-19	187	P
USGS	03373530	2013-04-20	66	P
USGS	03373530	2013-04-21	44	P
USGS	03373530	2013-04-22	36	P
USGS	03373530	2013-04-23	32	P
USGS	03373530	2013-04-24	109	P
USGS	03373530	2013-04-25	60	P
USGS	03373530	2013-04-26	43	P
USGS	03373530	2013-04-27	37	P
USGS	03373530	2013-04-28	34	P
USGS	03373530	2013-04-29	31	P
USGS	03373530	2013-04-30	27	P
USGS	03373530	2013-05-01	24	P
USGS	03373530	2013-05-02	22	P
USGS	03373530	2013-05-03	20	P
USGS	03373530	2013-05-04	21	P
USGS	03373530	2013-05-05	205	P
USGS	03373530	2013-05-06	100	P
USGS	03373530	2013-05-07	65	P
USGS	03373530	2013-05-08	50	P
USGS	03373530	2013-05-09	42	P
USGS	03373530	2013-05-10	40	P
USGS	03373530	2013-05-11	45	P
USGS	03373530	2013-05-12	36	P
USGS	03373530	2013-05-13	31	P
USGS	03373530	2013-05-14	28	P
USGS	03373530	2013-05-15	25	P
USGS	03373530	2013-05-16	24	P
USGS	03373530	2013-05-17	22	P
USGS	03373530	2013-05-18	20	P
USGS	03373530	2013-05-19	19	P
USGS	03373530	2013-05-20	17	P
USGS	03373530	2013-05-21	16	P
USGS	03373530	2013-05-22	15	P
USGS	03373530	2013-05-23	14	P
USGS	03373530	2013-05-24	13	P
USGS	03373530	2013-05-25	12	P
USGS	03373530	2013-05-26	12	P
USGS	03373530	2013-05-27	11	P
USGS	03373530	2013-05-28	11	P
USGS	03373530	2013-05-29	9.9	P
USGS	03373530	2013-05-30	9.3	P
USGS	03373530	2013-05-31	10	P
USGS	03373530	2013-06-01	17	P
USGS	03373530	2013-06-02	16	P
USGS	03373530	2013-06-03	12	P
USGS	03373530	2013-06-04	11	P
USGS	03373530	2013-06-05	10	P
USGS	03373530	2013-06-06	11	P
USGS	03373530	2013-06-07	11	P
USGS	03373530	2013-06-08	9.5	P
USGS	03373530	2013-06-09	8.9	P
USGS	03373530	2013-06-10	8.6	P
USGS	03373530	2013-06-11	8.2	P
USGS	03373530	2013-06-12	7.8	P
USGS	03373530	2013-06-13	7.6	P
USGS	03373530	2013-06-14	7.2	P
USGS	03373530	2013-06-15	7.0	P
USGS	03373530	2013-06-16	6.9	P
USGS	03373530	2013-06-17	162	P
USGS	03373530	2013-06-18	208	P
USGS	03373530	2013-06-19	61	P
USGS	03373530	2013-06-20	37	P
USGS	03373530	2013-06-21	28	P
USGS	03373530	2013-06-22	23	P
USGS	03373530	2013-06-23	20	P
USGS	03373530	2013-06-24	18	P
USGS	03373530	2013-06-25	16	P
USGS	03373530	2013-06-26	1200	P
USGS	03373530	2013-06-27	335	P
USGS	03373530	2013-06-28	134	P
USGS	03373530	2013-06-29	84	P
USGS	03373530	2013-06-30	61	P
USGS	03373530	2013-07-01	52	P
